market,volume_24h,num_trades,num_whales,whale_volume,whale_pct,mean_trade,median_trade,max_trade,total_traded
"Will Ethereum dip to $2,200 in January?",6206.753054000001,9,1,1895.1206399999999,64.33571646852765,327.29713999999996,128.83,1895.1206399999999,2945.67426
Will Player 152 win Beast Games: Season 2?,6465.912514,7,1,321.4843,22.175039006867316,207.10822000000005,182.0,321.4843,1449.75754
Will SpaceX's market cap be less than $500B at mar,6634.841079000001,9,1,335.58,20.395178046783506,182.82099122222223,144.102,335.58,1645.388921
Will Elon Musk post 115-139 tweets from January 15,8862.238388,9,1,378.79200000000003,21.19994445944982,198.52882200000002,187.327,378.79200000000003,1786.7593980000001
Will no listed leader be out before 2027?,10166.53004300001,8,1,745.92,32.87695949573267,283.602867875,180.989967,745.92,2268.822943
Will Elon Musk post 680-699 tweets from January 16,10205.424676999999,5,1,264.06985000000003,32.349573192545314,163.2601756,155.32244,264.06985000000003,816.300878
Will there be at least 175 measles cases in the U.,10414.034923000001,10,1,1216.971,33.48998528449379,363.3835577,265.296586,1216.971,3633.835577
Will Marty Supreme win Best Picture at the 98th Ac,11031.306309,9,1,3642.7902599999998,69.25668469682617,584.4265793333333,193.4,3642.7902599999998,5259.839214
Will Elon Musk post 460-479 tweets from January 16,11331.966484,5,1,247.069991,34.04903323356926,145.1259948,114.669996,247.069991,725.629974
Will Elon Musk post 1360-1399 tweets in January 20,12112.534489,10,1,290.77504999999996,18.056628570597162,161.035073,131.247071,290.77504999999996,1610.35073
Will Barcelona win the 2025–26 Champions League?,12624.157073,9,1,300.0,19.356794370321545,172.20482222222222,180.0,300.0,1549.8434
US strike on Colombia by March 31?,12782.814436999999,6,1,4376.5396599999995,74.70796759221871,976.3661094999999,289.1013785,4376.5396599999995,5858.1966569999995
"Will SpaceX not IPO by December 31, 2027?",6078.066992,6,1,312.8,32.38672566683212,160.97129999999999,135.05,312.8,965.8278
Will Ali Khamenei be the next leader out before 20,6008.816451,5,1,279.4644,33.47984113237683,166.9448782,157.7,279.4644,834.724391
Will Player 566 win Beast Games: Season 2?,5950.980232000001,5,1,366.59999999999997,39.540132682448245,185.43185119999998,159.42294,366.59999999999997,927.1592559999999
Will HotSchedules be #1 Paid App in the US Apple A,5895.125671000001,5,1,750.0,54.8573320428402,273.436557,149.999986,750.0,1367.182785
